id_articolo,url_articolo,titolo,data_pubblicazione_iso,n_words_body
us-news/2026/apr/17/cia-john-brennan-russia-trump-investigation,https://www.theguardian.com/us-news/2026/apr/17/cia-john-brennan-russia-trump-investigation,Lead prosecutor on investigation into former CIA director no longer on case,2026-04-17T21:01:41Z,281
business/2026/apr/17/rachel-reeves-to-raise-windfall-tax-on-low-carbon-electricity-generators,https://www.theguardian.com/business/2026/apr/17/rachel-reeves-to-raise-windfall-tax-on-low-carbon-electricity-generators,Rachel Reeves to raise windfall tax on low-carbon electricity generators,2026-04-17T17:48:02Z,700
uk-news/2026/apr/17/digested-week-hungary-election-rare-good-news,https://www.theguardian.com/uk-news/2026/apr/17/digested-week-hungary-election-rare-good-news,Digested week: Hungary’s election result is rare good news in a depressing and surreal world,2026-04-17T17:36:48Z,1637
football/2026/apr/17/sarina-wiegman-iceland-england-spain-womens-world-cup-qualifier,https://www.theguardian.com/football/2026/apr/17/sarina-wiegman-iceland-england-spain-womens-world-cup-qualifier,England face landmark 500th game in Iceland as Wiegman warns against slips,2026-04-17T14:29:49Z,710
commentisfree/2026/apr/17/sanctions-regime-change-iran-russia-western-countries,https://www.theguardian.com/commentisfree/2026/apr/17/sanctions-regime-change-iran-russia-western-countries,"Sanctions don’t result in regime change. Whether against Iran or Russia, western countries need shrewder tactics",2026-04-17T12:19:41Z,910
world/2026/apr/17/eu-officials-hungary-talks-peter-magyar-government,https://www.theguardian.com/world/2026/apr/17/eu-officials-hungary-talks-peter-magyar-government,EU officials arrive in Hungary for high-stakes talks with Magyar’s government,2026-04-17T11:21:50Z,947
environment/2026/apr/17/colombia-convenes-climate-coalition-of-the-willing-to-break-global-fossil-fuel-deadlock,https://www.theguardian.com/environment/2026/apr/17/colombia-convenes-climate-coalition-of-the-willing-to-break-global-fossil-fuel-deadlock,Colombia convenes climate ‘coalition of the willing’ to break global fossil fuel deadlock,2026-04-17T08:00:24Z,1360
uk-news/2026/apr/16/foreign-offices-top-civil-servant-olly-robbins-leaves-post-in-mandelson-vetting-row,https://www.theguardian.com/uk-news/2026/apr/16/foreign-offices-top-civil-servant-olly-robbins-leaves-post-in-mandelson-vetting-row,Foreign Office’s top civil servant Olly Robbins forced out over Mandelson vetting row,2026-04-17T07:59:54Z,616
sport/2026/apr/17/chess-sindarov-wins-candidates-with-record-total-while-vaishali-takes-womens-event,https://www.theguardian.com/sport/2026/apr/17/chess-sindarov-wins-candidates-with-record-total-while-vaishali-takes-womens-event,"Chess: Sindarov wins Candidates with record total, while Vaishali takes women’s event",2026-04-17T07:00:24Z,1050
world/2026/apr/17/first-edition-friday-briefing-theatre-industry-west-end-ticket-prices,https://www.theguardian.com/world/2026/apr/17/first-edition-friday-briefing-theatre-industry-west-end-ticket-prices,"Friday briefing: Is theatre in a Misérables state, or is the industry just adapting to tough times?",2026-04-17T05:44:13Z,2614
world/live/2026/apr/16/middle-east-crisis-live-iran-war-news-us-trump-ceasefire-deal-lebanon-israel-oil-sanctions-latest-updates,https://www.theguardian.com/world/live/2026/apr/16/middle-east-crisis-live-iran-war-news-us-trump-ceasefire-deal-lebanon-israel-oil-sanctions-latest-updates,Gunfire reported in Beirut as truce comes into effect – as it happened,2026-04-17T03:18:11Z,9574
world/2026/apr/17/ukraine-war-briefing-90bn-eu-loan-russia,https://www.theguardian.com/world/2026/apr/17/ukraine-war-briefing-90bn-eu-loan-russia,Ukraine war briefing: €90bn EU loan for Ukraine to be released in second quarter,2026-04-17T00:19:33Z,435
politics/2026/apr/16/rachel-reeves-warns-other-budgets-may-be-cut-to-lift-defence-spending,https://www.theguardian.com/politics/2026/apr/16/rachel-reeves-warns-other-budgets-may-be-cut-to-lift-defence-spending,Rachel Reeves warns other budgets may be cut to lift defence spending,2026-04-16T18:51:49Z,621
world/live/2026/apr/16/europe-russia-zelenskyy-ukraine-nato-rutte-merz-magyar-latest-updates,https://www.theguardian.com/world/live/2026/apr/16/europe-russia-zelenskyy-ukraine-nato-rutte-merz-magyar-latest-updates,"Russia ‘does not deserve’ lifting of sanctions, Zelenskyy says, after deadly overnight strikes in Ukraine – as it happened",2026-04-16T14:45:04Z,1793
world/2026/apr/16/russia-attack-ukraine-drones-missiles-kyiv-odesa-volodymyr-zelenskyy,https://www.theguardian.com/world/2026/apr/16/russia-attack-ukraine-drones-missiles-kyiv-odesa-volodymyr-zelenskyy,At least 17 people killed in Russia’s deadliest attack on Ukraine this year,2026-04-16T14:22:38Z,785
world/2026/apr/16/writers-quit-french-publisher-protest-against-billionaire-owner-vincent-bollore,https://www.theguardian.com/world/2026/apr/16/writers-quit-french-publisher-protest-against-billionaire-owner-vincent-bollore,More than 100 writers quit French publisher in protest against rightwing owner Vincent Bolloré,2026-04-16T12:01:52Z,657
world/2026/apr/16/giorgia-meloni-relations-donald-trump-italy,https://www.theguardian.com/world/2026/apr/16/giorgia-meloni-relations-donald-trump-italy,How Giorgia Meloni’s cosy relations with Donald Trump turned sour,2026-04-16T11:47:45Z,983
world/2026/apr/16/chef-jose-andres-iran-war-famine,https://www.theguardian.com/world/2026/apr/16/chef-jose-andres-iran-war-famine,Chef José Andrés warns of multi-year world famine from Iran war,2026-04-16T11:00:55Z,687
australia-news/live/2026/apr/16/anthony-albanese-brunei-visit-fuel-crisis-labor-richard-marles-coalition-immigration-plan-angus-taylor-employment-figures-ntwnfb,https://www.theguardian.com/australia-news/live/2026/apr/16/anthony-albanese-brunei-visit-fuel-crisis-labor-richard-marles-coalition-immigration-plan-angus-taylor-employment-figures-ntwnfb,Bowen says Geelong fire appears to be accidental; Keating lashes Liberals– as it happened,2026-04-16T08:09:40Z,10873
world/2026/apr/16/thursday-briefing-breaking-up-britains-love-affair-with-natural-gas,https://www.theguardian.com/world/2026/apr/16/thursday-briefing-breaking-up-britains-love-affair-with-natural-gas,Thursday briefing: What it will take for Britain to break up with natural gas ,2026-04-16T05:46:19Z,1989
world/2026/apr/16/ukraine-war-briefing-netherlands-to-spend-almost-300m-on-making-drones-for-ukraine,https://www.theguardian.com/world/2026/apr/16/ukraine-war-briefing-netherlands-to-spend-almost-300m-on-making-drones-for-ukraine,Ukraine war briefing: Netherlands to spend almost $300m on making drones for Ukraine,2026-04-16T01:24:38Z,692
business/2026/apr/15/rachel-reeves-energy-bill-support-business-iran-war,https://www.theguardian.com/business/2026/apr/15/rachel-reeves-energy-bill-support-business-iran-war,Reeves gives more energy bill support to businesses as Iran war pushes up costs,2026-04-15T21:30:39Z,483
politics/2026/apr/15/david-lammy-uk-foreign-policy-starmer-advisers-analysis,https://www.theguardian.com/politics/2026/apr/15/david-lammy-uk-foreign-policy-starmer-advisers-analysis,David Lammy still plays an important role in UK foreign policy – but he is not the only one,2026-04-15T19:34:06Z,964
business/live/2026/apr/15/stock-markets-iran-war-peace-deal-reeves-bessent-imf-business-latest-news-updates,https://www.theguardian.com/business/live/2026/apr/15/stock-markets-iran-war-peace-deal-reeves-bessent-imf-business-latest-news-updates,"IMF calls for countries to economise on energy supplies, and hails UK’s budget deficit improvement – as it happened",2026-04-15T17:13:42Z,5755
environment/2026/apr/15/for-keir-starmer-to-talk-of-national-resilience-and-ignore-nature-is-absurd,https://www.theguardian.com/environment/2026/apr/15/for-keir-starmer-to-talk-of-national-resilience-and-ignore-nature-is-absurd,For Keir Starmer to talk of national resilience and ignore nature is absurd,2026-04-15T17:05:25Z,1020
politics/live/2026/apr/15/labour-reform-uk-women-nigel-farage-local-elections-keir-starmer-kemi-badenoch-pmqs-iran-war-uk-politics-latest,https://www.theguardian.com/politics/live/2026/apr/15/labour-reform-uk-women-nigel-farage-local-elections-keir-starmer-kemi-badenoch-pmqs-iran-war-uk-politics-latest,Reeves tells Americans she does not know why they launched Iran war – as it happened,2026-04-15T16:47:12Z,8065
world/live/2026/apr/15/peter-magyar-hungary-president-media-viktor-orban-european-union-europe-latest,https://www.theguardian.com/world/live/2026/apr/15/peter-magyar-hungary-president-media-viktor-orban-european-union-europe-latest,"‘Don’t lose sight of Ukraine,’ Nato chief tells European allies – as it happened",2026-04-15T16:01:37Z,2844
sport/2026/apr/15/sir-craig-reedie-obituary,https://www.theguardian.com/sport/2026/apr/15/sir-craig-reedie-obituary,Sir Craig Reedie obituary,2026-04-15T15:34:21Z,953
business/2026/apr/15/chart-jet-fuel-costs-qantas-virgin-cutting-flights-raising-fares,https://www.theguardian.com/business/2026/apr/15/chart-jet-fuel-costs-qantas-virgin-cutting-flights-raising-fares,Will Qantas and Virgin continue raising fares and cutting routes? This graph may give the answer,2026-04-15T15:00:31Z,768
business/grogonomics/2026/apr/15/imf-world-economic-outlook-chaos-donald-trump,https://www.theguardian.com/business/grogonomics/2026/apr/15/imf-world-economic-outlook-chaos-donald-trump,The IMF refuses to name the cause of this global chaos. It starts with ‘Donald’ and ends in ‘Trump’,2026-04-15T15:00:31Z,976
world/2026/apr/15/this-is-europe-end-of-orban-impact-on-european-elections,https://www.theguardian.com/world/2026/apr/15/this-is-europe-end-of-orban-impact-on-european-elections,Does Viktor Orbán’s defeat signal a wider backlash against ‘the forces of darkness’?,2026-04-15T14:18:23Z,1161
games/2026/apr/15/pushing-buttons-uncslop-unc-millennials-game-culture,https://www.theguardian.com/games/2026/apr/15/pushing-buttons-uncslop-unc-millennials-game-culture,Long live the ‘unc game’,2026-04-15T14:00:30Z,1382
australia-news/2026/apr/15/labor-boost-defence-spending-donald-trump-demands,https://www.theguardian.com/australia-news/2026/apr/15/labor-boost-defence-spending-donald-trump-demands,Labor to boost defence spending by $53bn over next decade – but plan still short of Donald Trump’s demands ,2026-04-15T12:30:28Z,673
news/2026/apr/15/us-israel-war-iran-african-economies,https://www.theguardian.com/news/2026/apr/15/us-israel-war-iran-african-economies,How the US-Israel war on Iran is affecting African economies,2026-04-15T12:22:58Z,1087
environment/2026/apr/15/big-oil-huge-war-windfall-consumers,https://www.theguardian.com/environment/2026/apr/15/big-oil-huge-war-windfall-consumers,"$30m an hour: big oil reaping huge war windfall from consumers, analysis finds",2026-04-15T11:02:18Z,1186
world/2026/apr/15/china-us-iran-war-risks-energy-economy,https://www.theguardian.com/world/2026/apr/15/china-us-iran-war-risks-energy-economy,Short-term gains for China from US-Iran war may turn to longer-term pain,2026-04-15T10:45:12Z,907
politics/2026/apr/15/welfare-defence-spending-treasury-minister-james-murray,https://www.theguardian.com/politics/2026/apr/15/welfare-defence-spending-treasury-minister-james-murray,"Balancing UK’s welfare and defence spending ‘not zero-sum game’, minister says",2026-04-15T09:06:54Z,538
world/2026/apr/15/wednesday-briefing-why-are-people-turning-global-crises-into-highstakes-bets,https://www.theguardian.com/world/2026/apr/15/wednesday-briefing-why-are-people-turning-global-crises-into-highstakes-bets,Wednesday briefing: ​Why are people turning global ​crises ​into ​high‑​stakes ​bets​?,2026-04-15T05:45:14Z,1800
commentisfree/2026/apr/15/hungary-authoritarianism-poland-rule-of-law,https://www.theguardian.com/commentisfree/2026/apr/15/hungary-authoritarianism-poland-rule-of-law,"Hungary beware: authoritarianism can be checked, but it is rarely dismissed with a single blow",2026-04-15T04:00:58Z,1057
world/2026/apr/15/ukraine-war-briefing-orbans-defeat-in-hungary-could-unlock-90bn-loan-for-ukraine-says-eu-official,https://www.theguardian.com/world/2026/apr/15/ukraine-war-briefing-orbans-defeat-in-hungary-could-unlock-90bn-loan-for-ukraine-says-eu-official,"Ukraine war briefing: Orbán’s defeat in Hungary could unlock €90bn loan for Ukraine, says EU official",2026-04-15T02:04:39Z,511
world/live/2026/apr/14/middle-east-crisis-live-hezbollah-urges-lebanon-to-pull-out-of-talks-with-israel-blockade-of-strait-of-hormuz-begins,https://www.theguardian.com/world/live/2026/apr/14/middle-east-crisis-live-hezbollah-urges-lebanon-to-pull-out-of-talks-with-israel-blockade-of-strait-of-hormuz-begins,US talks between Lebanon and Israel end – as it happened,2026-04-15T00:58:15Z,12021
football/live/2026/apr/14/england-v-spain-womens-world-cup-2027-qualifying-live,https://www.theguardian.com/football/live/2026/apr/14/england-v-spain-womens-world-cup-2027-qualifying-live,England 1-0 Spain: Women’s World Cup 2027 qualifying – as it happened,2026-04-14T20:18:38Z,3316
football/2026/apr/14/england-spain-womens-world-cup-2027-qualifying-match-report,https://www.theguardian.com/football/2026/apr/14/england-spain-womens-world-cup-2027-qualifying-match-report,Hemp leads England past Spain to boost Women’s World Cup qualifying hopes,2026-04-14T20:16:17Z,774
politics/2026/apr/14/war-gulf-british-defence,https://www.theguardian.com/politics/2026/apr/14/war-gulf-british-defence,How war in Gulf reveals the ‘cut corners’ on British defence,2026-04-14T19:01:03Z,758
commentisfree/2026/apr/14/the-guardian-view-on-three-years-of-war-in-sudan-a-vast-humanitarian-crisis-persists-because-the-fighting-does,https://www.theguardian.com/commentisfree/2026/apr/14/the-guardian-view-on-three-years-of-war-in-sudan-a-vast-humanitarian-crisis-persists-because-the-fighting-does,The Guardian view on three years of war in Sudan: a vast humanitarian crisis persists because the fighting does,2026-04-14T18:02:40Z,605
commentisfree/2026/apr/14/the-guardian-view-on-defence-spending-should-uk-security-rest-with-donald-trump,https://www.theguardian.com/commentisfree/2026/apr/14/the-guardian-view-on-defence-spending-should-uk-security-rest-with-donald-trump,The Guardian view on defence spending: should the UK’s security rest with Donald Trump?,2026-04-14T18:02:27Z,599
politics/live/2026/apr/14/keir-starmer-defence-spending-labour-latest-news-updates,https://www.theguardian.com/politics/live/2026/apr/14/keir-starmer-defence-spending-labour-latest-news-updates,Reeves condemns Trump’s decision to launch war against Iran as ‘folly’– as it happened,2026-04-14T16:32:59Z,7953
us-news/2026/apr/14/ro-khanna-bill-stop-gas-exports-iran-war,https://www.theguardian.com/us-news/2026/apr/14/ro-khanna-bill-stop-gas-exports-iran-war,Democrat Ro Khanna to introduce bill to stop US gasoline exports amid Iran war,2026-04-14T16:00:43Z,647
business/live/2026/apr/14/iran-war-hurting-global-economic-growth-imf-meeting-rachel-reeves-oil-price-stock-markets-latest-updates,https://www.theguardian.com/business/live/2026/apr/14/iran-war-hurting-global-economic-growth-imf-meeting-rachel-reeves-oil-price-stock-markets-latest-updates,UK growth forecasts slashed by IMF as Iran war hurts global economy – as it happened,2026-04-14T15:07:45Z,6857
world/live/2026/apr/14/hungary-peter-magyar-viktor-orban-eu-ukraine-russia-europe-live-news-updates,https://www.theguardian.com/world/live/2026/apr/14/hungary-peter-magyar-viktor-orban-eu-ukraine-russia-europe-live-news-updates,Zelenskyy hails Magyar’s win over Orbán as ‘the victory of light over darkness’ in Hungary – as it happened,2026-04-14T14:57:46Z,3187
world/2026/apr/14/hungary-new-era-russia-back-foot-vladimir-putin-viktor-orban,https://www.theguardian.com/world/2026/apr/14/hungary-new-era-russia-back-foot-vladimir-putin-viktor-orban,‘We were never friends’: Kremlin plays down loss of ally following Orbán’s election defeat,2026-04-14T12:29:03Z,933
music/2026/apr/14/dolly-parton-poll-most-popular-in-the-country,https://www.theguardian.com/music/2026/apr/14/dolly-parton-poll-most-popular-in-the-country,Dolly Parton tops list of global figures in US favorability poll,2026-04-14T10:00:42Z,513
uk-news/2026/apr/14/starmer-accused-of-corrosive-complacency-about-defence-by-ex-head-of-nato,https://www.theguardian.com/uk-news/2026/apr/14/starmer-accused-of-corrosive-complacency-about-defence-by-ex-head-of-nato,"Starmer’s ‘corrosive complacency’ on defence has put UK in peril, says ex-Nato chief",2026-04-14T08:08:54Z,738
australia-news/live/2026/apr/14/australia-news-live-politics-asx-reactions-fuel-crisis-oil-prices-anthony-albanese-labor-angus-taylor-coalition-immigration-policy-ntwnfb,https://www.theguardian.com/australia-news/live/2026/apr/14/australia-news-live-politics-asx-reactions-fuel-crisis-oil-prices-anthony-albanese-labor-angus-taylor-coalition-immigration-policy-ntwnfb,Hanson claims credit for immigration plans; PM arrives in Brunei – as it happened,2026-04-14T07:52:07Z,7899
music/2026/apr/14/we-want-people-on-the-edge-of-their-seats-royal-opera-boss-oliver-mears-on-the-new-season-and-the-controversies-of-the-last,https://www.theguardian.com/music/2026/apr/14/we-want-people-on-the-edge-of-their-seats-royal-opera-boss-oliver-mears-on-the-new-season-and-the-controversies-of-the-last,‘We want people on the edge of their seats’: Royal Opera boss Oliver Mears on the new season – and the controversies of the last,2026-04-14T05:00:01Z,1390
commentisfree/2026/apr/14/viktor-orban-europe-britain-hard-right-populism,https://www.theguardian.com/commentisfree/2026/apr/14/viktor-orban-europe-britain-hard-right-populism,Viktor Orbán inspired rightwingers across the EU and in Britain. His defeat could represent a turning of the tide,2026-04-14T05:00:00Z,952
world/2026/apr/14/iran-cosy-up-europe-increase-pressure-us,https://www.theguardian.com/world/2026/apr/14/iran-cosy-up-europe-increase-pressure-us,Iran tries to cosy up to Europe to increase pressure on US,2026-04-14T04:00:03Z,1267
world/2026/apr/14/ukraine-war-briefing-peter-magyar-hungary-putin,https://www.theguardian.com/world/2026/apr/14/ukraine-war-briefing-peter-magyar-hungary-putin,Ukraine war briefing: Hungary’s new leader says he would ask Putin to end the killing in Ukraine,2026-04-14T01:10:02Z,416
australia-news/2026/apr/14/morning-mail-tuesday-ntwnfb,https://www.theguardian.com/australia-news/2026/apr/14/morning-mail-tuesday-ntwnfb,"Morning Mail: Trump post prompts outrage, Coalition’s hardline immigration plan, Harry and Meghan’s ‘faux-royal visit’",2026-04-13T21:00:22Z,1004
commentisfree/2026/apr/13/the-guardian-view-on-hungarys-election-democracy-reclaimed-,https://www.theguardian.com/commentisfree/2026/apr/13/the-guardian-view-on-hungarys-election-democracy-reclaimed-,The Guardian view on Hungary’s election: democracy reclaimed ,2026-04-13T17:57:11Z,557
us-news/2026/apr/13/viktor-orban-defeat-lessons-trump,https://www.theguardian.com/us-news/2026/apr/13/viktor-orban-defeat-lessons-trump," Orbán’s defeat holds lessons for US: ‘Autocrats may rise, but are not invincible’",2026-04-13T17:47:31Z,990
politics/2026/apr/13/keir-starmer-defends-plan-for-closer-alignment-with-eu-rules,https://www.theguardian.com/politics/2026/apr/13/keir-starmer-defends-plan-for-closer-alignment-with-eu-rules,"Renewed ties with EU needed to boost UK security and economy, says Starmer",2026-04-13T17:33:57Z,851
world/2026/apr/13/peter-magyar-vows-to-pursue-those-who-plundered-hungary-after-election-win,https://www.theguardian.com/world/2026/apr/13/peter-magyar-vows-to-pursue-those-who-plundered-hungary-after-election-win,Péter Magyar vows to pursue those who ‘plundered’ Hungary after election win,2026-04-13T17:25:44Z,826
politics/2026/apr/13/nige-and-zia-plan-boriswave-traitors-gulag,https://www.theguardian.com/politics/2026/apr/13/nige-and-zia-plan-boriswave-traitors-gulag,Nige and Zia set out plan to send ‘Boriswave’ traitors to the gulag,2026-04-13T17:17:44Z,1043
politics/live/2026/apr/13/iran-war-keir-starmer-brexit-trump-strait-hormuz-oil-fuel-southport-latest-news-updates,https://www.theguardian.com/politics/live/2026/apr/13/iran-war-keir-starmer-brexit-trump-strait-hormuz-oil-fuel-southport-latest-news-updates,Shabana Mahmood says Southport inquiry report exposed ‘systematic failures across multiple public sector organisations’ – as it happened,2026-04-13T17:16:06Z,9900
world/2026/apr/13/peter-magyar-election-win-hungary-eu-ukraine-russia,https://www.theguardian.com/world/2026/apr/13/peter-magyar-election-win-hungary-eu-ukraine-russia,What does Péter Magyar’s win in Hungary mean for the EU and Ukraine?,2026-04-13T17:14:16Z,1210
commentisfree/2026/apr/13/donald-trump-war-us-blockade-medicine-fertiliser-shortages-uk-europe,https://www.theguardian.com/commentisfree/2026/apr/13/donald-trump-war-us-blockade-medicine-fertiliser-shortages-uk-europe,"Trump badly needs a way out of this war. Right now, that’s everyone’s problem",2026-04-13T17:05:52Z,1222
world/2026/apr/13/peter-duncan-obituary,https://www.theguardian.com/world/2026/apr/13/peter-duncan-obituary,Peter Duncan obituary,2026-04-13T16:58:26Z,430
world/2026/apr/13/why-peter-magyar-hungary-likely-become-normal-eu-member-state,https://www.theguardian.com/world/2026/apr/13/why-peter-magyar-hungary-likely-become-normal-eu-member-state,EU relieved to see back of Orbán but Magyar’s Hungary may still present problems,2026-04-13T16:38:27Z,936
sport/2026/apr/13/disgraceful-anger-world-aquatics-allows-russia-to-compete-under-flag-swimming,https://www.theguardian.com/sport/2026/apr/13/disgraceful-anger-world-aquatics-allows-russia-to-compete-under-flag-swimming,‘Disgraceful’: anger as World Aquatics allows Russia to compete under flag again,2026-04-13T16:34:35Z,493
world/live/2026/apr/13/hungary-peter-magyar-viktor-orban-trump-russia-ukraine-iran-eu-europe-latest-news-updates,https://www.theguardian.com/world/live/2026/apr/13/hungary-peter-magyar-viktor-orban-trump-russia-ukraine-iran-eu-europe-latest-news-updates,Hungarian election winner Magyar vows to rebuild EU relationship after stunning defeat of Viktor Orbán - Europe live,2026-04-13T16:32:17Z,6805
football/2026/apr/13/spain-much-changed-but-dna-will-test-england-in-first-clash-since-euro-2025-final,https://www.theguardian.com/football/2026/apr/13/spain-much-changed-but-dna-will-test-england-in-first-clash-since-euro-2025-final,Much-changed Spain will still test England in first meeting since Euro 2025 final,2026-04-13T15:30:24Z,587
us-news/2026/apr/13/first-thing-trump-us-blockade-strait-of-hormuz-iran-peace-talks-fail,https://www.theguardian.com/us-news/2026/apr/13/first-thing-trump-us-blockade-strait-of-hormuz-iran-peace-talks-fail,First Thing: Trump says US will blockade strait of Hormuz after Iran peace talks fail,2026-04-13T11:28:00Z,1100
money/2026/apr/13/middle-east-war-uk-households-poorer-this-year-resolution-foundation-thinktank,https://www.theguardian.com/money/2026/apr/13/middle-east-war-uk-households-poorer-this-year-resolution-foundation-thinktank,Tory ex-chancellor Jeremy Hunt proposes ‘social tariff’ to help less well-off with energy bills,2026-04-13T09:51:44Z,733
australia-news/2026/apr/13/tony-abbott-labels-viktor-orban-trump-with-brains-as-future-of-budapest-thinktank-linked-to-former-pm-in-doubt,https://www.theguardian.com/australia-news/2026/apr/13/tony-abbott-labels-viktor-orban-trump-with-brains-as-future-of-budapest-thinktank-linked-to-former-pm-in-doubt,Tony Abbott labels Viktor Orbán ‘Trump with brains’ as future of Budapest thinktank linked to former PM in doubt,2026-04-13T08:57:50Z,564
commentisfree/2026/apr/13/viktor-orban-europe-hungary-democracy-peter-magyar-victory,https://www.theguardian.com/commentisfree/2026/apr/13/viktor-orban-europe-hungary-democracy-peter-magyar-victory,Viktor Orbán is gone. What does his fall mean for Europe? Our panel responds,2026-04-13T08:49:38Z,1802
world/2026/apr/13/monday-briefing-hungary-election-peter-magyar-viktor-orban,https://www.theguardian.com/world/2026/apr/13/monday-briefing-hungary-election-peter-magyar-viktor-orban,Monday briefing: Hungary chooses Péter Magyar over Viktor Orbán,2026-04-13T05:47:30Z,1809
world/2026/apr/12/viktor-orban-concedes-defeat-as-opposition-wins-hungarian-election,https://www.theguardian.com/world/2026/apr/12/viktor-orban-concedes-defeat-as-opposition-wins-hungarian-election,Hungarian opposition ousts Viktor Orbán after 16 years in power,2026-04-13T02:36:56Z,1471
world/live/2026/apr/12/middle-east-crisis-live-us-iran-pakistan-peace-talks-jd-vance-delegation-leaves-without-a-deal,https://www.theguardian.com/world/live/2026/apr/12/middle-east-crisis-live-us-iran-pakistan-peace-talks-jd-vance-delegation-leaves-without-a-deal,"Israeli strike kills paramedic, says Lebanese Red Cross – as it happened",2026-04-13T02:17:11Z,9150
world/2026/apr/13/ukraine-war-briefing-easter-truce-expires-as-both-sides-accuse-the-other-of-violations,https://www.theguardian.com/world/2026/apr/13/ukraine-war-briefing-easter-truce-expires-as-both-sides-accuse-the-other-of-violations,Ukraine war briefing: Easter truce expires as both sides accuse the other of violations,2026-04-13T01:22:03Z,399
world/live/2026/apr/12/hungary-election-latest-results-viktor-orban-peter-magyar-fidesz-tisza-russia-europe-live-news-updates,https://www.theguardian.com/world/live/2026/apr/12/hungary-election-latest-results-viktor-orban-peter-magyar-fidesz-tisza-russia-europe-live-news-updates,Magyar celebrates as Orbán’s 16-year rule ends - as it happened,2026-04-12T23:59:47Z,9216
world/2026/apr/12/peter-magyar-hungary-next-leader-profile,https://www.theguardian.com/world/2026/apr/12/peter-magyar-hungary-next-leader-profile,Péter Magyar: Hungary’s next leader energised voters but is ‘a dark horse’,2026-04-12T22:40:03Z,1025
world/2026/apr/12/hungarian-election-hope-voters-cast-ballots,https://www.theguardian.com/world/2026/apr/12/hungarian-election-hope-voters-cast-ballots,"Hope, fear and an ‘unpredictable outcome’ as Hungarians vote after 16 years of Orbán",2026-04-12T17:29:34Z,846
business/2026/apr/12/iran-war-oil-energy-prices-inflation-washington-world-bank-imf,https://www.theguardian.com/business/2026/apr/12/iran-war-oil-energy-prices-inflation-washington-world-bank-imf,Task for the week: limit the fallout from biggest oil shock in decades,2026-04-12T10:37:05Z,853
commentisfree/2026/apr/12/king-charles-us-visit-tough-love-speech-congress,https://www.theguardian.com/commentisfree/2026/apr/12/king-charles-us-visit-tough-love-speech-congress,Protocol be damned: here’s what King Charles should say on his visit to the US,2026-04-12T10:11:46Z,1167
world/2026/apr/12/russia-bucha-occupation-recruitment-bohdan-tymchenko-acts-of-sabotage-bucha,https://www.theguardian.com/world/2026/apr/12/russia-bucha-occupation-recruitment-bohdan-tymchenko-acts-of-sabotage-bucha,From brutal occupation to brazen recruitment: Russia turns Bucha residents against their own,2026-04-12T08:00:11Z,976
world/2026/apr/12/hungarians-vote-in-hard-fought-election-that-could-oust-viktor-orban-after-16-years,https://www.theguardian.com/world/2026/apr/12/hungarians-vote-in-hard-fought-election-that-could-oust-viktor-orban-after-16-years,Hungarians vote in hard-fought election that could oust Viktor Orbán after 16 years,2026-04-12T06:00:09Z,909
business/2026/apr/12/texas-opens-london-office-lure-jobs-investment-low-tax-subsidies,https://www.theguardian.com/business/2026/apr/12/texas-opens-london-office-lure-jobs-investment-low-tax-subsidies,Low-tax Texas opens London office to lure jobs and investment,2026-04-12T05:00:08Z,607
world/live/2026/apr/11/middle-east-crisis-live-iranian-officials-arrive-in-islamabad-for-conditional-peace-talks-with-us,https://www.theguardian.com/world/live/2026/apr/11/middle-east-crisis-live-iranian-officials-arrive-in-islamabad-for-conditional-peace-talks-with-us,Islamabad negotiations end without a deal – as it happened ,2026-04-12T03:06:37Z,9468
world/2026/apr/12/ukraine-war-briefing-easter-truce-falters-russia-ukraine-exchange-prisoners,https://www.theguardian.com/world/2026/apr/12/ukraine-war-briefing-easter-truce-falters-russia-ukraine-exchange-prisoners,Ukraine war briefing: Easter truce falters as Russia and Ukraine exchange prisoners,2026-04-12T01:02:18Z,522
world/2026/apr/11/ukraine-divided-viktor-orban-berehove-fidesz,https://www.theguardian.com/world/2026/apr/11/ukraine-divided-viktor-orban-berehove-fidesz,‘He cares about Hungarians’: the small Ukrainian town divided over Orbán,2026-04-11T13:00:48Z,1217
world/2026/apr/11/explosives-serbia-pipeline-likely-russian-provocation-says-military-expert-hungary-ukraine,https://www.theguardian.com/world/2026/apr/11/explosives-serbia-pipeline-likely-russian-provocation-says-military-expert-hungary-ukraine,"Explosives found near pipeline in Serbia probably ‘Russian provocation’, says expert",2026-04-11T09:36:01Z,569
news/2026/apr/11/lebanese-australians-reaction-israel-bombing-beirut-ntwnfb,https://www.theguardian.com/news/2026/apr/11/lebanese-australians-reaction-israel-bombing-beirut-ntwnfb,"‘There’s people dying for your petrol’: while Israel bombs Beirut, Lebanese Australians feel outrage and fear",2026-04-11T06:44:59Z,1099
news/ng-interactive/2026/apr/11/zebras-wealth-and-power-hungarys-election-tests-orbans-grip-on-power,https://www.theguardian.com/news/ng-interactive/2026/apr/11/zebras-wealth-and-power-hungarys-election-tests-orbans-grip-on-power,"Zebras, wealth and power: Hungary’s election tests Orbán’s grip on power",2026-04-11T05:00:42Z,1651
